"city","date","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","prcp_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum","lat","long","alt","bloom_doy","is_bloom","doy"
"Sarnen",2016-04-21,"GME00124522",20.5,1.8,0,"2016",4,21,-3.1,6.25,-391.203085252506,450.3,202.2,3.15,61.0969147474937,46.894217,8.252236,500,NA,0,112
"Birmensdorf",1982-03-30,"GME00129514",7,0.6,22.4,"1982",3,30,-3.2,0,-239.121512436207,596.9,15.8,-3.2,-127.021512436206,47.342472,8.444342,500,NA,0,89
"Unterseen",1971-04-28,"SZE00105086",16,5.8,0,"1971",4,28,-1.1,4,-369.525556746763,244,222.1,2.9,47.5244432532373,46.684958,7.854311,565,NA,0,118
"Zürich-MeteoSchweiz",2001-04-16,"SZ000003700",6.5,2.3,11.7,"2001",4,16,-2.1,0,-291.461372854246,649.2,95.8,-2.1,-62.8113728542464,47.378142,8.565853,555,NA,0,106
"Herzogenbuchsee",2004-04-23,"SZ000001940",15.8,9.7,0,"2004",4,23,0,4.75,-355.770210696975,410.7,181.4,4.75,-50.3702106969754,47.18465,7.702511,450,NA,0,114
"Unterseen",1960-04-15,"SZE00105086",16.1,6.1,0,"1960",4,15,-0.950000000000001,4.05,-455.949448410233,345.4,209.55,3.1,-86.2494484102332,46.684958,7.854311,565,NA,0,106
"Murg",2013-04-30,"GME00102404",15,8.4,0,"2013",4,30,0,3.7,-268.944692943378,524.3,140,3.7,30.9053070566218,47.108222,9.217372,500,NA,0,120
"Zürich-MeteoSchweiz",2009-04-06,"SZ000003700",19.8,6.4,0,"2009",4,6,-0.800000000000001,5.9,-226.539335416897,473.3,43.8,5.1,-48.4893354168972,47.378142,8.565853,555,NA,0,96
"Domat ",1994-03-30,"GME00132694",19,8,1.4,"1994",3,30,0,5.5,-224.287386473601,507.2,60,5.5,-88.9873864736006,46.834311,9.457442,580,NA,0,89
"Liestal",2013-04-10,"GME00127786",15.1,7.4,4.6,"2013",4,10,-0.3,3.55,-280.248744065083,615.3,46.7,3.25,-25.5487440650827,47.481403,7.730519,350,NA,0,100
"Locarno",1973-04-12,"SZ000009480",15.4,3.6,0,"1973",4,12,-2.2,3.7,-346.524438879642,402.2,126.2,1.5,-28.1744388796422,46.169278,8.798214,200,NA,0,102
"Jegenstorf II",2003-04-29,"FRM00007299",21.7,11.1,0.5,"2003",4,29,0,8.4,-356.619631440675,461.2,273.6,8.4,187.580368559325,47.049108,7.507072,525,NA,0,119
"Azmoos",2000-04-13,"GME00128830",9.6,2.4,1.8,"2000",4,13,-2.8,0.8,-288.43746074096,800.4,71.5,-2,-100.83746074096,47.076869,9.479753,480,NA,0,104
"Hochdorf",2009-03-21,"GME00129634",4.8,-7.9,0,"2009",3,21,-0.907086614173228,0,-211.779111350159,336.9,11.4,-0.907086614173228,-93.8291113501595,47.166514,8.28935,490,NA,0,80
"Birmensdorf",1985-03-22,"GME00129514",10.5,-0.3,0,"1985",3,22,-3.85416666666667,1.25,-252.237209759216,239.3,10.85,-2.60416666666667,-111.237209759216,47.342472,8.444342,500,NA,0,81
"Hochdorf",1986-03-29,"GME00129634",8,1,3.9,"1986",3,29,-3.5,0,-224.877187158876,390.4,7.1,-3.5,-93.4771871588762,47.166514,8.28935,490,NA,0,88
"Liestal",2005-04-30,"GME00127786",28.3,9.8,0,"2005",4,30,0,11.05,-270.447405249888,547.5,221.25,11.05,144.152594750112,47.481403,7.730519,350,NA,0,120
"Azmoos",2009-04-19,"GME00128830",18.1,2.3,0,"2009",4,19,-2.85,5.05,-291.530247691833,632.9,121.05,2.2,-38.2802476918328,47.076869,9.479753,480,NA,0,109
"Muri, AG",1991-04-04,"GME00132346",11.6,6.5,3.5,"1991",4,4,-0.750000000000001,1.8,-224.278613646716,504.7,88.35,1.05,84.5713863532843,47.265317,8.332283,550,NA,0,94
"Zürich-Witikon",1969-04-29,"GME00127546",13.4,11,0,"1969",4,29,0,4.2,-260.368683405264,217.6,110.15,4.2,1.68131659473562,47.3591,8.590272,620,NA,0,119
"Boudry",2004-03-17,"SZE00116090",18.3,0.8,0,"2004",3,17,-3.6,5.15,-293.282528655636,380.1,34.8,1.55,-190.132528655636,46.949492,6.834386,450,NA,0,77
"Locarno",2006-04-30,"SZ000009480",16,8.9,0,"2006",4,30,0,4.45,-297.387359068437,472.4,215.85,4.45,162.762640931562,46.169278,8.798214,200,NA,0,120
"Villnachern",2014-03-17,"GME00120934",9.5,2.3,0,"2014",3,17,-2.85,0.75,-152.550794397249,912.8,0.75,-2.1,-93.8507943972492,47.470556,8.154928,415,NA,0,76
"Hochdorf",1989-04-10,"GME00129634",13.8,4.1,0,"1989",4,10,-1.95,2.9,-318.114632325558,390.6,88.55,0.950000000000001,-122.614632325558,47.166514,8.28935,490,NA,0,100
"Hochdorf",1973-04-22,"GME00129634",10.9,-5.2,0,"1973",4,22,-2.23975155279503,1.45,-276.018943556669,468,26,-0.789751552795031,-130.518943556669,47.166514,8.28935,490,NA,0,112
"Jegenstorf II",2007-03-17,"FRM00007299",11.8,4,0,"2007",3,17,-2,1.9,-309.517103731011,324.3,150.4,-0.0999999999999996,157.732896268989,47.049108,7.507072,525,NA,0,76
"Azmoos",1994-03-29,"GME00128830",16,8.3,0.9,"1994",3,29,0,4.15,-248.062681948206,677.6,79.2,4.15,-61.5626819482065,47.076869,9.479753,480,NA,0,88
"Herzogenbuchsee",1968-04-13,"SZ000001940",4.4,0.6,2.7,"1968",4,13,-1.9,0,-323.136346762275,370.5,99.05,-1.9,3.91365323772478,47.18465,7.702511,450,NA,0,104
"Orbe ",1968-04-06,"SZ000008440",14.6,3.4,2.5,"1968",4,6,-2.3,3.3,-299.961343815301,550,73.4,1,-34.9113438153006,46.722633,6.536061,485,NA,0,97
"Herzogenbuchsee",2007-04-12,"SZ000001940",23.6,6.6,0,"2007",4,12,-0.700000000000001,7.8,-303.402564252336,315.7,164.5,7.1,184.197435747664,47.18465,7.702511,450,NA,0,102
"Murg",1987-04-19,"GME00102404",19.7,8,8.4,"1987",4,19,0,5.85,-259.097955087211,362,85.05,5.85,-25.6479550872105,47.108222,9.217372,500,NA,0,109
"Birmensdorf",1990-04-28,"GME00129514",12.5,3.5,0,"1990",4,28,-2.25,2.25,-422.031201262466,381.8,153.35,0,-131.581201262466,47.342472,8.444342,500,NA,0,118
"Liestal",1970-03-26,"GME00127786",12.5,5.2,0.6,"1970",3,26,-1.4,2.25,-220.107352440583,468.6,21.4,0.850000000000001,6.69264755941736,47.481403,7.730519,350,NA,0,85
"Edlibach",1983-04-26,"GME00129094",15.4,3.5,0.5,"1983",4,26,-2.25,3.7,-317.039384347619,514,122.6,1.45,-95.639384347619,47.179358,8.573208,750,NA,0,116
"Rafz",1964-04-11,"GME00130618",20.2,2.6,0,"1964",4,11,-2.7,6.1,-298.358132388744,352.4,60.65,3.4,-88.7581323887444,47.620414,8.542733,515,NA,0,102
"Villnachern",2002-03-23,"GME00120934",-2,-7.2,0.2,"2002",3,23,0,0,-129.715909239996,682.3,0,0,-46.4659092399955,47.470556,8.154928,415,NA,0,82
"Diessenhofen",2012-04-23,"GME00131362",13.3,1.2,5.6,"2012",4,23,-3.4,2.65,-384.314245721059,385.3,165.75,-0.749999999999999,-92.1142457210591,47.690281,8.744,410,NA,0,114
"Edlibach",1979-04-26,"GME00129094",7,1.2,6.5,"1979",4,26,-2.9,0,-338.987997294408,391.4,82.9,-2.9,-188.187997294408,47.179358,8.573208,750,NA,0,116
"Liestal",1989-04-27,"GME00127786",8.8,2.8,1.3,"1989",4,27,-2.6,0.4,-331.135651690306,532.1,193.85,-2.2,57.9643483096938,47.481403,7.730519,350,NA,0,117
"Zürich-MeteoSchweiz",2003-04-18,"SZ000003700",18.2,6,0,"2003",4,18,-1,5.1,-259.09038729941,546.1,129.05,4.1,10.4096127005902,47.378142,8.565853,555,NA,0,108
"Jegenstorf II",2017-04-12,"FRM00007299",20.7,0.7,0,"2017",4,12,-3.65,6.35,-371.428949940463,239.9,310.9,2.7,120.321050059537,47.049108,7.507072,525,NA,0,102
"Rafz",2009-03-19,"GME00130618",12.8,-3.3,0,"2009",3,19,-2.68819875776397,2.4,-251.591372868695,407.4,26.3,-0.288198757763975,-84.4913728686948,47.620414,8.542733,515,NA,0,78
"Diessenhofen",2014-04-25,"GME00131362",22.7,10.4,9.5,"2014",4,25,0,8.55,-413.809440463487,405.1,221.15,8.55,-37.5094404634873,47.690281,8.744,410,NA,0,115
"Villnachern",1969-04-17,"GME00120934",-2.5,-6.9,17.9,"1969",4,17,0,0,-148.056829022052,784.9,0,0,-90.1568290220521,47.470556,8.154928,415,NA,0,107
"Boudry",1994-04-24,"SZE00116090",19,6.8,0.9,"1994",4,24,-0.600000000000001,5.5,-326.245921576923,442.2,130.55,4.9,-112.045921576922,46.949492,6.834386,450,NA,0,114
"Zürich-Witikon",1986-04-02,"GME00127546",14,4.5,0.8,"1986",4,2,-1.75,3,-248.451438231161,344.2,32.15,1.25,-91.8014382311607,47.3591,8.590272,620,NA,0,92
"Zürich-Witikon",1978-04-24,"GME00127546",18.6,3.5,0,"1978",4,24,-2.25,5.3,-298.86844058562,413.5,85.75,3.05,-67.9184405856197,47.3591,8.590272,620,NA,0,114
"Boudry",1987-04-01,"SZE00116090",6.6,-1.8,0,"1987",4,1,-2.59285714285714,0,-257.024792811726,332.5,22.25,-2.59285714285714,-88.2747928117265,46.949492,6.834386,450,NA,0,91
"Hochdorf",2001-03-18,"GME00129634",11.1,4.8,5.3,"2001",3,18,-1.6,1.55,-275.714216983758,425.1,24.1,-0.0499999999999998,-145.764216983758,47.166514,8.28935,490,NA,0,77
"Chur",2005-03-25,"GME00131314",14.9,7.9,1.7,"2005",3,25,-0.0499999999999998,3.45,-188.108918797205,286.4,48.8,3.4,10.9910812027945,46.868244,9.5419,640,NA,0,84
"Unterseen",1967-04-01,"SZE00105086",11.3,1.5,0,"1967",4,1,-3.25,1.65,-317.83499924813,401.8,122.05,-1.6,17.9150007518704,46.684958,7.854311,565,NA,0,91
"Laufenburg",1990-03-23,"GME00128542",17.4,5.7,0,"1990",3,23,-1.15,4.7,-290.382078554733,435.7,140.1,3.55,32.9679214452667,47.561031,8.063136,330,NA,0,82
"Unterseen",2014-04-21,"SZE00105086",19.4,8.2,0,"2014",4,21,0,5.8,-413.472439273934,311.7,286.65,5.8,95.3275607260659,46.684958,7.854311,565,NA,0,111
"Jegenstorf II",1987-03-27,"FRM00007299",12.1,3.4,0.5,"1987",3,27,-2.3,2.05,-239.406477707587,463.1,50.6,-0.25,195.643522292413,47.049108,7.507072,525,NA,0,86
"Locarno",1953-03-24,"SZ000009480",21.2,2.4,0,"1953",3,24,-2.8,6.6,-404.313207657408,280.6,162.9,3.8,-39.9132076574077,46.169278,8.798214,200,NA,0,83
"Sarnen",1988-03-18,"GME00124522",6.8,2.2,0.3,"1988",3,18,-2.3,0,-233.248374725359,469.8,15.6,-2.3,-8.94837472535862,46.894217,8.252236,500,NA,0,78
"Jegenstorf II",2011-04-23,"FRM00007299",24.8,12.7,0,"2011",4,23,0,10.75,-357.453490125457,371.4,353.25,10.75,203.146509874543,47.049108,7.507072,525,NA,0,113
"Hochdorf",2008-04-01,"GME00129634",12.5,0.3,0,"2008",4,1,-3.85,2.25,-329.276210771639,391.3,46.95,-1.6,-185.726210771639,47.166514,8.28935,490,NA,0,92
"Merishausen",2017-04-19,"GME00122710",4.4,-3.9,0.1,"2017",4,19,-1.16626506024096,0,-378.511309081056,220.7,170.8,-1.16626506024096,-116.361309081056,47.763636,8.612414,540,NA,0,109
"Unterseen",1994-03-29,"SZE00105086",20.3,7.9,0,"1994",3,29,-0.0500000000000007,6.15,-335.728537882578,299.6,153.35,6.1,-33.1785378825785,46.684958,7.854311,565,NA,0,88
"Hochdorf",1966-03-19,"GME00129634",4.1,0,0,"1966",3,19,-2.05,0,-307.394709712335,580,34.35,-2.05,-155.394709712335,47.166514,8.28935,490,NA,0,78
"Sarnen",1959-04-11,"GME00124522",10.4,3,0,"1959",4,11,-2.5,1.2,-301.002690640846,513.9,155.8,-1.3,-18.7026906408465,46.894217,8.252236,500,NA,0,101
"Orbe ",2016-03-26,"SZ000008440",15.1,1.7,0.5,"2016",3,26,-3.15,3.55,-380.812376236767,370.5,73,0.399999999999999,-131.112376236767,46.722633,6.536061,485,NA,0,86
"Diessenhofen",2007-04-14,"GME00131362",26,8,0,"2007",4,14,0,9,-387.322777874282,289.8,179.8,9,-4.6727778742819,47.690281,8.744,410,NA,0,104
"Locarno",1959-03-21,"SZ000009480",15.3,7.6,0,"1959",3,21,-0.199999999999999,3.65,-323.77833760099,674.4,160,3.45,139.871662399009,46.169278,8.798214,200,NA,0,80
"Muri, AG",1996-03-24,"GME00132346",17.8,5.6,0,"1996",3,24,-1.2,4.9,-197.727595850795,367.8,19.55,3.7,50.4724041492053,47.265317,8.332283,550,NA,0,84
"Villnachern",1956-04-28,"GME00120934",5.2,0,0.6,"1956",4,28,-2.6,0,-159.552811122926,801.5,0.2,-2.6,-135.802811122926,47.470556,8.154928,415,NA,0,119
"Locarno",2001-04-03,"SZ000009480",16.7,7.6,0,"2001",4,3,-0.199999999999999,4.35,-234.102354133221,1220.5,136,4.15,123.747645866779,46.169278,8.798214,200,NA,0,93
"Azmoos",2018-04-15,"GME00128830",16.2,4.5,3.6,"2018",4,15,-1.75,4.1,-326.692411938986,773.7,117.35,2.35,-51.6424119389858,47.076869,9.479753,480,NA,0,105
"Herzogenbuchsee",1979-04-01,"SZ000001940",10.2,1.3,0.4,"1979",4,1,-3.35,1.1,-270.165010073873,327.7,49.5,-2.25,-92.615010073873,47.18465,7.702511,450,NA,0,91
"Boudry",2018-04-16,"SZE00116090",17.4,9.9,0,"2018",4,16,0,5.65,-346.316831405306,430.2,102.4,5.65,-68.6168314053059,46.949492,6.834386,450,NA,0,106
"Merishausen",2013-03-17,"GME00122710",7.6,-0.7,1.7,"2013",3,17,-3.47951807228916,0,-220.251201499427,359.4,18.25,-3.47951807228916,-78.6012014994269,47.763636,8.612414,540,NA,0,76
"Zürich-MeteoSchweiz",1957-03-17,"SZ000003700",16.3,5.5,3.1,"1957",3,17,-1.25,4.15,-272.57752032638,397,66.35,2.9,-103.77752032638,47.378142,8.565853,555,NA,0,76
"Edlibach",1989-04-25,"GME00129094",16.6,3.4,0,"1989",4,25,-2.3,4.3,-356.196579135989,416.1,147.5,2,-90.6965791359892,47.179358,8.573208,750,NA,0,115
"Zürich-MeteoSchweiz",2013-04-01,"SZ000003700",7,-1.3,0,"2013",4,1,-2.95180722891566,0,-204.693607899065,563.2,19.2,-2.95180722891566,-40.543607899065,47.378142,8.565853,555,NA,0,91
"Murg",1982-04-01,"GME00102404",18.1,4,0,"1982",4,1,-2,5.05,-272.648615107404,485,37.95,3.05,-96.0486151074041,47.108222,9.217372,500,NA,0,91
"Unterseen",1970-04-07,"SZE00105086",8.2,2.5,6,"1970",4,7,-2.75,0.0999999999999996,-285.955397982094,456.7,35.7,-2.65,-22.1553979820944,46.684958,7.854311,565,NA,0,97
"Unterseen",1961-04-12,"SZE00105086",21.1,5,0,"1961",4,12,-1.5,6.55,-396.289177088721,332.3,251.65,5.05,9.96082291127917,46.684958,7.854311,565,NA,0,102
"Boudry",2015-04-26,"SZE00116090",18.9,8.6,0.8,"2015",4,26,0,5.75,-337.606818766059,423,170.8,5.75,40.9431812339408,46.949492,6.834386,450,NA,0,116
"Locarno",1991-03-23,"SZ000009480",12.3,8.8,12.7,"1991",3,23,0,2.55,-265.34767944589,769,87.9,2.55,78.5023205541101,46.169278,8.798214,200,NA,0,82
"Chur",2009-04-20,"GME00131314",20.6,9.6,0.4,"2009",4,20,0,7.1,-269.178866796685,367.1,134.6,7.1,0.571133203315127,46.868244,9.5419,640,NA,0,110
"Boudry",2004-03-29,"SZE00116090",14.3,-2.7,0,"2004",3,29,-2.86441176470588,3.15,-318.864447466131,392,55.95,0.285588235294118,-194.564447466131,46.949492,6.834386,450,NA,0,89
"Laufenburg",1986-04-10,"GME00128542",8.5,1.5,3,"1986",4,10,-3.25,0.25,-297.493763060935,587.2,47.75,-3,-90.3437630609351,47.561031,8.063136,330,NA,0,100
"Zürich-Witikon",1968-04-16,"GME00127546",22.5,3.4,0,"1968",4,16,-2.3,7.25,-300.930102170778,251.1,105.45,4.95,-10.7301021707782,47.3591,8.590272,620,NA,0,107
"Zürich-MeteoSchweiz",2018-03-26,"SZ000003700",9.6,4.4,3.4,"2018",3,26,-1.8,0.8,-240.09044943135,451,26.85,-1,-42.9404494313503,47.378142,8.565853,555,NA,0,85
"Villnachern",1971-03-25,"GME00120934",-1,-4.1,15.7,"1971",3,25,0,0,-123.682104247388,798.3,0,0,-74.2321042473878,47.470556,8.154928,415,NA,0,84
"Rafz",1982-04-22,"GME00130618",15.1,4.5,0,"1982",4,22,-1.75,3.55,-357.897876864641,834.1,111,1.8,-115.597876864641,47.620414,8.542733,515,NA,0,112
"Zürich-MeteoSchweiz",1955-04-05,"SZ000003700",13.4,5.4,0,"1955",4,5,-1.3,2.7,-274.935317700389,498.6,61.95,1.4,-67.7853177003893,47.378142,8.565853,555,NA,0,95
"Sarnen",1959-03-25,"GME00124522",13,6.2,15.7,"1959",3,25,-0.899999999999999,2.5,-268.952690640847,480.7,94.95,1.6,-47.5026906408465,46.894217,8.252236,500,NA,0,84
"Zürich-Witikon",1962-03-19,"GME00127546",4.8,-6,0,"1962",3,19,-1.06666666666667,0,-225.355865905532,338.1,4,-1.06666666666667,-51.6058659055317,47.3591,8.590272,620,NA,0,78
"Unterseen",1992-04-19,"SZE00105086",19.7,5.6,0,"1992",4,19,-1.2,5.85,-391.767069176136,256.3,168.65,4.65,-94.3670691761358,46.684958,7.854311,565,NA,0,110
"Liestal",1998-04-22,"GME00127786",22.1,7.7,0,"1998",4,22,-0.149999999999999,7.05,-361.769456094155,607.5,216.45,6.9,55.8305439058452,47.481403,7.730519,350,NA,0,112
"Hochdorf",1974-03-30,"GME00129634",15.9,4,0,"1974",3,30,-2,3.95,-307.850741675999,501.4,73.3,1.95,-155.500741675999,47.166514,8.28935,490,NA,0,89
"Herzogenbuchsee",1964-04-08,"SZ000001940",12.3,1.8,0,"1964",4,8,-3.1,2.15,-250.326883266526,286.2,60.05,-0.95,19.7231167334735,47.18465,7.702511,450,NA,0,99
"Domat ",1997-04-19,"GME00132694",14,2.5,5.4,"1997",4,19,-2.75,3,-268.76495986192,394.6,83.3,0.25,-95.3649598619199,46.834311,9.457442,580,NA,0,109
"Liestal",1972-04-19,"GME00127786",9,5.5,1.6,"1972",4,19,-1.25,0.5,-331.10863131611,305.1,159.05,-0.75,2.34136868389008,47.481403,7.730519,350,NA,0,110
"Laufenburg",1988-04-26,"GME00128542",18.8,1.1,0,"1988",4,26,-3.45,5.4,-347.980723173998,763.4,121.75,1.95,-78.2307231739978,47.561031,8.063136,330,NA,0,117
"Locarno",1985-04-20,"SZ000009480",16.9,7.3,0,"1985",4,20,-0.350000000000001,4.45,-266.639617976539,849.9,122,4.1,94.6103820234612,46.169278,8.798214,200,NA,0,110
"Hochdorf",1982-04-15,"GME00129634",10.1,-1.3,0,"1982",4,15,-3.42412280701754,1.05,-290.864502231341,743.8,47.9,-2.37412280701754,-142.564502231341,47.166514,8.28935,490,NA,0,105
"Boudry",1966-03-24,"SZE00116090",9.4,4.1,2.6,"1966",3,24,-1.95,0.7,-295.090779050254,574.4,48.3,-1.25,-150.190779050254,46.949492,6.834386,450,NA,0,83
"Zürich-Witikon",1979-03-17,"GME00127546",7.5,0.4,1.3,"1979",3,17,-3.55,0,-227.989877489724,373.1,21.1,-3.55,-137.389877489724,47.3591,8.590272,620,NA,0,76
"Unterseen",1971-04-11,"SZE00105086",19.8,8.4,0,"1971",4,11,0,6.1,-361.925556746763,229.1,107.35,6.1,-59.6255567467627,46.684958,7.854311,565,NA,0,101
"Laufenburg",1990-04-06,"GME00128542",8.6,3.7,0.6,"1990",4,6,-2.15,0.3,-328.745122032994,472.2,167.4,-1.85,21.9048779670058,47.561031,8.063136,330,NA,0,96
"Murg",1994-04-10,"GME00102404",9.5,1.9,0,"1994",4,10,-3.05,0.75,-273.754078397024,395.6,95.4,-2.3,-83.7040783970245,47.108222,9.217372,500,NA,0,100
"Herzogenbuchsee",1995-04-18,"SZ000001940",14.2,8.2,0.1,"1995",4,18,0,3.2,-347.531474821437,461.7,148.05,3.2,18.2685251785626,47.18465,7.702511,450,NA,0,108
"Sarnen",2009-04-23,"GME00124522",15.7,1.8,0,"2009",4,23,-3.1,3.85,-325.199870252652,368.8,182.15,0.749999999999999,41.4001297473475,46.894217,8.252236,500,NA,0,113
"Muri, AG",1995-04-21,"GME00132346",15.6,4,0,"1995",4,21,-2,3.8,-366.274766538975,637.3,124.85,1.8,-38.0747665389752,47.265317,8.332283,550,NA,0,111
"Hochdorf",1960-04-20,"GME00129634",17.3,2.3,0,"1960",4,20,-2.85,4.65,-391.530359922734,368.1,105.85,1.8,-163.230359922734,47.166514,8.28935,490,NA,0,111
"Hochdorf",1954-04-21,"GME00129634",4.4,0.3,1.6,"1954",4,21,-2.05,0,-318.695152857687,282.1,62.65,-2.05,-93.5951528576872,47.166514,8.28935,490,NA,0,111
"Zürich-MeteoSchweiz",1988-04-14,"SZ000003700",11.7,0.7,0,"1988",4,14,-3.65,1.85,-294.763773984047,511.9,45.5,-1.8,-121.063773984047,47.378142,8.565853,555,NA,0,105
"Orbe ",1973-04-05,"SZ000008440",11.6,-3,0,"1973",4,5,-2.80821917808219,1.8,-311.299826149136,341.3,50.8,-1.00821917808219,-130.199826149136,46.722633,6.536061,485,NA,0,95
"Villnachern",2009-03-19,"GME00120934",1.2,-6.2,0,"2009",3,19,-0.0972972972972973,0,-104.423165318164,352,0,-0.0972972972972973,-73.673165318164,47.470556,8.154928,415,NA,0,78
"Unterseen",2000-04-28,"SZE00105086",19.6,9.3,0.9,"2000",4,28,0,6.45,-356.16777121154,301.2,244.65,6.45,56.6322287884597,46.684958,7.854311,565,NA,0,119
"Murg",1981-03-25,"GME00102404",19.9,11.1,0.3,"1981",3,25,0,7.5,-203.494588383964,323.5,50.35,7.5,-58.7945883839645,47.108222,9.217372,500,NA,0,84
"Herzogenbuchsee",1965-04-21,"SZ000001940",7.7,2.1,4.8,"1965",4,21,-2.8,0,-292.127135005547,329.6,139.7,-2.8,-19.5771350055467,47.18465,7.702511,450,NA,0,111
"Hochdorf",1972-04-29,"GME00129634",13,-3.2,0,"1972",4,29,-2.71604938271605,2.5,-391.839066520626,263.9,106.9,-0.216049382716049,-144.039066520626,47.166514,8.28935,490,NA,0,120
"Boudry",2012-04-15,"SZE00116090",7.4,5.4,8.8,"2012",4,15,-1,0,-351.644429329159,310.9,149.15,-1,-57.3444293291588,46.949492,6.834386,450,NA,0,106
"Rafz",2017-04-10,"GME00130618",24.7,2.2,0,"2017",4,10,-2.9,8.35,-356.984594859279,314.6,184.05,5.45,-68.3345948592792,47.620414,8.542733,515,NA,0,100
"Laufenburg",1976-04-04,"GME00128542",17.6,4.2,0,"1976",4,4,-1.9,4.8,-316.268899068833,410.1,82.9,2.9,-140.668899068833,47.561031,8.063136,330,NA,0,95
"Diessenhofen",2017-04-07,"GME00131362",17.2,-1.4,0,"2017",4,7,-3.35268817204301,4.6,-312.506137778173,235.4,148.5,1.24731182795699,-59.2061377781725,47.690281,8.744,410,NA,0,97
"Liestal",1996-04-28,"GME00127786",21,11.1,0.2,"1996",4,28,0,8.05,-271.819721142842,343,188.25,8.05,183.630278857158,47.481403,7.730519,350,NA,0,119
"Zürich-MeteoSchweiz",1984-03-15,"SZ000003700",7.4,-1.3,0,"1984",3,15,-3.14712643678161,0,-194.825337972395,334.8,0.65,-3.14712643678161,-58.3253379723954,47.378142,8.565853,555,NA,0,75
"Chur",2010-03-19,"GME00131314",18,4.8,0,"2010",3,19,-1.6,5,-229.017597680724,362.6,23.85,3.4,-63.3175976807238,46.868244,9.5419,640,NA,0,78
"Locarno",1991-04-01,"SZ000009480",15.1,5,0,"1991",4,1,-1.5,3.55,-275.04767944589,781,110.65,2.05,91.5523205541101,46.169278,8.798214,200,NA,0,91
"Jegenstorf II",2017-03-27,"FRM00007299",20,0.4,0,"2017",3,27,-3.8,6,-341.836056539448,238.8,212.75,2.2,51.7639434605524,47.049108,7.507072,525,NA,0,86
"Hochdorf",2005-04-04,"GME00129634",17.3,-1,0,"2005",4,4,-3.52732240437158,4.65,-226.604076059473,460.4,73,1.12267759562842,-45.0040760594731,47.166514,8.28935,490,NA,0,94
"Sarnen",1963-04-04,"GME00124522",12.6,-0.2,0,"1963",4,4,-3.9015625,2.3,-208.584548571111,307.1,44.6,-1.6015625,-18.0345485711105,46.894217,8.252236,500,NA,0,94
"Zürich-MeteoSchweiz",1966-04-12,"SZ000003700",16.7,5.6,0,"1966",4,12,-1.2,4.35,-334.145991615166,615.3,123.25,3.15,-93.7459916151662,47.378142,8.565853,555,NA,0,102
"Zürich-Witikon",1973-04-17,"GME00127546",10.8,-1,0,"1973",4,17,-3.54237288135593,1.4,-311.04307062507,349,51.35,-2.14237288135593,-163.79307062507,47.3591,8.590272,620,NA,0,107
"Herzogenbuchsee",2010-03-30,"SZ000001940",15.1,6.4,0.6,"2010",3,30,-0.8,3.55,-228.254888508843,374.7,85.8,2.75,54.4451114911568,47.18465,7.702511,450,NA,0,89
"Laufenburg",1998-04-18,"GME00128542",4,1.3,31.8,"1998",4,18,-1.35,0,-377.537166490242,739.3,151.7,-1.35,-81.3371664902421,47.561031,8.063136,330,NA,0,108
"Laufenburg",1999-04-07,"GME00128542",16.8,6.7,4.2,"1999",4,7,-0.649999999999999,4.4,-280.793137121995,854.2,98.9,3.75,-66.9431371219952,47.561031,8.063136,330,NA,0,97
"Liestal",1957-04-12,"GME00127786",10.1,2.2,0,"1957",4,12,-2.9,1.05,-308.305278229644,437.7,177,-1.85,-3.80527822964392,47.481403,7.730519,350,NA,0,102
"Jegenstorf II",2018-04-09,"FRM00007299",26.6,10.5,0,"2018",4,9,0,10.55,-332.096943846027,352.6,194.25,10.55,186.153056153973,47.049108,7.507072,525,NA,0,99
"Orbe ",1995-04-28,"SZ000008440",17.1,8.2,0,"1995",4,28,0,4.65,-349.225180084495,671.8,162.9,4.65,22.1248199155054,46.722633,6.536061,485,NA,0,118
"Murg",1979-03-25,"GME00102404",11.5,0.1,2,"1979",3,25,-3.95,1.75,-235.571074605211,383.1,35.75,-2.2,-119.071074605211,47.108222,9.217372,500,NA,0,84
"Herzogenbuchsee",1979-03-16,"SZ000001940",7.6,2.7,0.2,"1979",3,16,-2.45,0,-233.515010073873,305.2,30.6,-2.45,-74.865010073873,47.18465,7.702511,450,NA,0,75
"Zürich-MeteoSchweiz",2018-04-27,"SZ000003700",22.5,5.8,0,"2018",4,27,-1.1,7.25,-272.90294943135,492.4,204.8,6.15,102.19705056865,47.378142,8.565853,555,NA,0,117
"Zürich-MeteoSchweiz",2009-04-07,"SZ000003700",20.5,8,0,"2009",4,7,0,6.25,-226.539335416897,473.3,50.05,6.25,-42.2393354168972,47.378142,8.565853,555,NA,0,97
"Sarnen",1998-04-23,"GME00124522",22.2,7.5,0,"1998",4,23,-0.25,7.1,-313.795063788081,627.7,181.55,6.85,67.6049362119187,46.894217,8.252236,500,NA,0,113
"Herzogenbuchsee",1988-04-22,"SZ000001940",20.1,4.8,0,"1988",4,22,-1.6,6.05,-327.160346601815,402.8,138.1,4.45,2.03965339818481,47.18465,7.702511,450,NA,0,113
